,time,temperature_2m (°C),relativehumidity_2m (%),dewpoint_2m (°C),surface_pressure (hPa),precipitation (mm),rain (mm),direct_radiation (W/m²),windspeed_10m (km/h),winddirection_10m (°),et0_fao_evapotranspiration (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),year
37484,1996-04-10 20:00:00,12.9,50,2.7,995.7,0.0,0.0,0.0,4.2,70.0,0.02,12.3,0.352,1996
37485,1996-04-10 21:00:00,10.0,61,2.9,995.6,0.0,0.0,0.0,5.6,45.0,0.01,10.0,0.352,1996
37486,1996-04-10 22:00:00,8.8,71,3.7,995.5,0.0,0.0,0.0,5.7,35.0,0.01,9.7,0.352,1996
37487,1996-04-10 23:00:00,8.7,75,4.6,995.9,0.0,0.0,0.0,4.7,360.0,0.0,9.3,0.352,1996
41616,1996-09-30 00:00:00,12.1,97,11.7,1003.5,0.0,0.0,0.0,5.4,270.0,0.0,12.7,0.363,1996
41617,1996-09-30 01:00:00,12.5,96,11.9,1003.3,0.0,0.0,0.0,5.1,266.0,0.0,12.8,0.363,1996
41618,1996-09-30 02:00:00,12.3,96,11.8,1002.8,0.0,0.0,0.0,4.8,257.0,0.0,12.8,0.363,1996
41619,1996-09-30 03:00:00,11.8,97,11.3,1002.6,0.0,0.0,0.0,5.2,258.0,0.0,12.3,0.362,1996
41620,1996-09-30 04:00:00,11.5,97,11.1,1002.2,0.0,0.0,0.0,4.8,257.0,0.0,12.1,0.362,1996
41621,1996-09-30 05:00:00,11.1,98,10.9,1001.7,0.0,0.0,0.0,4.7,270.0,0.0,12.0,0.362,1996
41622,1996-09-30 06:00:00,11.2,98,11.0,1001.9,0.0,0.0,0.0,4.0,280.0,0.0,11.9,0.362,1996
41623,1996-09-30 07:00:00,13.3,87,11.2,1002.7,0.0,0.0,18.0,4.1,285.0,0.02,13.2,0.362,1996
41624,1996-09-30 08:00:00,13.3,84,10.7,1002.9,0.0,0.0,42.0,3.6,276.0,0.07,12.6,0.362,1996
41625,1996-09-30 09:00:00,15.0,76,10.8,1003.2,0.0,0.0,216.0,4.3,275.0,0.16,13.6,0.361,1996
41626,1996-09-30 10:00:00,16.2,72,11.0,1002.9,0.0,0.0,356.0,5.4,270.0,0.25,14.1,0.361,1996
41627,1996-09-30 11:00:00,20.4,56,11.2,1002.8,0.0,0.0,458.0,6.5,276.0,0.35,18.1,0.359,1996
41628,1996-09-30 12:00:00,21.1,54,11.3,1002.5,0.0,0.0,499.0,7.9,270.0,0.39,18.5,0.358,1996
41629,1996-09-30 13:00:00,22.3,50,11.4,1001.5,0.0,0.0,484.0,8.6,268.0,0.39,19.2,0.356,1996
41630,1996-09-30 14:00:00,22.7,49,11.4,1001.1,0.0,0.0,428.0,9.0,270.0,0.36,19.4,0.355,1996
41631,1996-09-30 15:00:00,23.1,48,11.4,1000.7,0.0,0.0,324.0,9.1,277.0,0.3,19.5,0.354,1996
41632,1996-09-30 16:00:00,22.3,53,12.1,1000.3,0.0,0.0,197.0,8.1,291.0,0.2,19.2,0.353,1996
41633,1996-09-30 17:00:00,21.4,60,13.3,999.6,0.0,0.0,71.0,7.4,309.0,0.1,19.0,0.353,1996
41634,1996-09-30 18:00:00,19.0,69,13.2,999.3,0.0,0.0,4.0,6.9,317.0,0.04,18.5,0.353,1996
41635,1996-09-30 19:00:00,15.8,79,12.2,999.4,0.0,0.0,0.0,7.1,315.0,0.0,16.0,0.353,1996
41636,1996-09-30 20:00:00,15.1,82,12.1,999.5,0.0,0.0,0.0,7.4,309.0,0.0,15.7,0.353,1996
41637,1996-09-30 21:00:00,14.2,84,11.6,999.4,0.0,0.0,0.0,6.7,306.0,0.0,15.0,0.353,1996
41638,1996-09-30 22:00:00,13.2,87,11.1,999.2,0.0,0.0,0.0,5.8,300.0,0.0,13.6,0.353,1996
41639,1996-09-30 23:00:00,11.8,90,10.3,999.2,0.0,0.0,0.0,5.8,292.0,0.0,12.1,0.353,1996
46224,1997-04-10 00:00:00,5.3,63,-1.1,1009.1,0.0,0.0,0.0,5.1,135.0,0.01,4.3,0.327,1997
46225,1997-04-10 01:00:00,5.6,61,-1.3,1009.3,0.0,0.0,0.0,1.8,143.0,0.0,3.7,0.327,1997
46226,1997-04-10 02:00:00,5.7,61,-1.3,1009.2,0.0,0.0,0.0,1.4,360.0,0.0,3.2,0.327,1997
46227,1997-04-10 03:00:00,4.9,65,-1.2,1008.8,0.0,0.0,0.0,2.3,321.0,0.0,2.3,0.327,1997
46228,1997-04-10 04:00:00,4.8,67,-0.8,1008.7,0.0,0.0,0.0,3.7,299.0,0.0,2.3,0.327,1997
46229,1997-04-10 05:00:00,4.8,70,-0.2,1008.4,0.0,0.0,0.0,5.2,286.0,0.0,2.8,0.327,1997
46230,1997-04-10 06:00:00,3.2,76,-0.6,1008.2,0.0,0.0,4.0,4.6,288.0,0.01,2.4,0.328,1997
46231,1997-04-10 07:00:00,5.1,74,0.9,1008.3,0.0,0.0,65.0,4.7,274.0,0.05,3.4,0.328,1997
46232,1997-04-10 08:00:00,7.1,65,0.9,1007.9,0.0,0.0,217.0,2.9,263.0,0.12,4.4,0.328,1997
46233,1997-04-10 09:00:00,10.1,55,1.5,1008.4,0.0,0.0,382.0,3.9,248.0,0.22,6.8,0.327,1997
46234,1997-04-10 10:00:00,11.6,50,1.5,1007.6,0.0,0.0,529.0,5.5,238.0,0.31,8.3,0.326,1997
46235,1997-04-10 11:00:00,15.6,40,1.9,1007.3,0.0,0.0,627.0,5.8,248.0,0.41,11.8,0.322,1997
46236,1997-04-10 12:00:00,16.7,39,2.8,1006.4,0.0,0.0,681.0,6.0,237.0,0.45,12.7,0.321,1997
46237,1997-04-10 13:00:00,17.9,37,3.0,1005.4,0.0,0.0,679.0,5.9,227.0,0.47,13.7,0.32,1997
46238,1997-04-10 14:00:00,18.6,35,3.0,1004.6,0.0,0.0,592.0,6.0,237.0,0.43,14.4,0.318,1997
46239,1997-04-10 15:00:00,19.3,33,2.4,1003.7,0.0,0.0,480.0,5.6,255.0,0.37,14.8,0.317,1997
46240,1997-04-10 16:00:00,19.6,31,2.2,1002.9,0.0,0.0,294.0,4.7,238.0,0.27,14.7,0.317,1997
46241,1997-04-10 17:00:00,19.1,35,3.3,1002.3,0.0,0.0,115.0,6.0,163.0,0.17,14.1,0.316,1997
46242,1997-04-10 18:00:00,17.4,42,4.5,1001.9,0.0,0.0,40.0,6.8,162.0,0.1,13.5,0.316,1997
46243,1997-04-10 19:00:00,14.9,54,5.7,1002.0,0.0,0.0,3.0,8.3,178.0,0.06,13.7,0.316,1997
46244,1997-04-10 20:00:00,12.8,61,5.4,1002.2,0.0,0.0,0.0,8.2,209.0,0.03,13.1,0.317,1997
46245,1997-04-10 21:00:00,11.1,66,5.1,1002.1,0.0,0.0,0.0,7.5,235.0,0.02,11.2,0.317,1997
46246,1997-04-10 22:00:00,11.0,68,5.3,1001.9,0.0,0.0,0.0,9.3,254.0,0.02,10.1,0.317,1997
46247,1997-04-10 23:00:00,9.3,71,4.4,1001.6,0.0,0.0,0.0,9.2,259.0,0.02,8.7,0.316,1997
50376,1997-09-30 00:00:00,10.2,88,8.3,1001.5,0.0,0.0,0.0,6.5,264.0,0.0,10.5,0.198,1997
50377,1997-09-30 01:00:00,9.8,91,8.3,1001.3,0.0,0.0,0.0,6.6,279.0,0.0,10.8,0.198,1997
50378,1997-09-30 02:00:00,9.5,91,8.1,1001.0,0.0,0.0,0.0,6.7,286.0,0.0,10.5,0.198,1997
50379,1997-09-30 03:00:00,9.1,92,7.9,1000.9,0.0,0.0,0.0,6.2,277.0,0.0,9.9,0.198,1997
50380,1997-09-30 04:00:00,8.9,93,7.8,1000.8,0.0,0.0,0.0,5.9,259.0,0.0,9.6,0.198,1997
50381,1997-09-30 05:00:00,9.0,94,8.2,1000.7,0.0,0.0,0.0,5.4,250.0,0.0,9.7,0.198,1997
50382,1997-09-30 06:00:00,8.9,95,8.2,1000.4,0.0,0.0,0.0,5.0,240.0,0.0,9.6,0.198,1997
50383,1997-09-30 07:00:00,10.3,90,8.8,1000.5,0.0,0.0,3.0,5.9,256.0,0.02,10.0,0.198,1997
50384,1997-09-30 08:00:00,11.3,87,9.3,1000.6,0.0,0.0,47.0,4.1,255.0,0.07,9.9,0.198,1997
50385,1997-09-30 09:00:00,14.5,75,10.1,1000.8,0.0,0.0,142.0,3.4,252.0,0.15,11.9,0.198,1997
50386,1997-09-30 10:00:00,16.0,67,9.8,1000.7,0.0,0.0,222.0,4.6,252.0,0.23,13.1,0.197,1997
50387,1997-09-30 11:00:00,19.4,55,10.2,1000.9,0.0,0.0,183.0,6.2,249.0,0.28,16.5,0.201,1997
50388,1997-09-30 12:00:00,20.9,53,10.8,1000.5,0.0,0.0,333.0,6.6,261.0,0.35,18.4,0.2,1997
50389,1997-09-30 13:00:00,21.9,51,11.5,999.7,0.0,0.0,344.0,6.5,267.0,0.36,20.0,0.2,1997
50390,1997-09-30 14:00:00,22.6,50,11.6,999.3,0.0,0.0,319.0,5.5,281.0,0.33,21.0,0.199,1997
50391,1997-09-30 15:00:00,22.7,48,11.2,998.9,0.0,0.0,152.0,4.4,305.0,0.23,21.1,0.199,1997
50392,1997-09-30 16:00:00,22.6,51,12.0,998.8,0.0,0.0,55.0,2.1,301.0,0.12,20.7,0.198,1997
50393,1997-09-30 17:00:00,21.5,63,14.1,998.3,0.0,0.0,5.0,3.0,166.0,0.06,20.0,0.198,1997
50394,1997-09-30 18:00:00,19.4,68,13.3,998.0,0.0,0.0,0.0,5.0,150.0,0.04,18.6,0.198,1997
50395,1997-09-30 19:00:00,18.8,68,12.7,998.3,0.0,0.0,0.0,5.5,169.0,0.01,17.2,0.198,1997
50396,1997-09-30 20:00:00,19.5,64,12.6,998.3,0.0,0.0,0.0,4.7,212.0,0.01,17.1,0.198,1997
50397,1997-09-30 21:00:00,18.7,68,12.7,998.1,0.0,0.0,0.0,4.9,253.0,0.01,16.5,0.198,1997
50398,1997-09-30 22:00:00,16.9,77,12.9,997.9,0.0,0.0,0.0,5.2,295.0,0.0,15.8,0.198,1997
50399,1997-09-30 23:00:00,14.9,88,12.9,997.7,0.0,0.0,0.0,4.9,324.0,0.0,14.9,0.199,1997
54984,1998-04-10 00:00:00,4.0,100,4.0,984.7,0.0,0.0,0.0,6.8,155.0,0.0,6.0,0.382,1998
54985,1998-04-10 01:00:00,3.8,100,3.8,984.7,0.0,0.0,0.0,6.2,170.0,0.0,5.8,0.381,1998
54986,1998-04-10 02:00:00,3.8,100,3.8,984.7,0.0,0.0,0.0,4.3,180.0,0.0,6.0,0.379,1998
54987,1998-04-10 03:00:00,3.3,100,3.3,984.4,0.0,0.0,0.0,5.9,191.0,0.0,5.5,0.378,1998
54988,1998-04-10 04:00:00,3.7,99,3.5,984.5,0.0,0.0,0.0,6.6,189.0,0.0,5.6,0.377,1998
54989,1998-04-10 05:00:00,3.9,98,3.6,985.1,0.0,0.0,0.0,6.9,189.0,0.0,5.7,0.376,1998
54990,1998-04-10 06:00:00,4.6,98,4.3,985.4,0.0,0.0,5.0,6.6,189.0,0.0,5.5,0.376,1998
54991,1998-04-10 07:00:00,7.5,89,5.8,985.6,0.0,0.0,73.0,6.6,193.0,0.04,6.8,0.375,1998
54992,1998-04-10 08:00:00,8.8,83,6.2,985.9,0.0,0.0,53.0,5.4,180.0,0.08,6.8,0.374,1998
54993,1998-04-10 09:00:00,10.7,80,7.4,986.3,0.0,0.0,145.0,6.1,177.0,0.15,8.1,0.373,1998
54994,1998-04-10 10:00:00,11.5,74,7.0,985.8,0.0,0.0,210.0,7.2,177.0,0.22,8.7,0.371,1998
54995,1998-04-10 11:00:00,15.8,57,7.3,985.6,0.0,0.0,258.0,9.1,198.0,0.3,12.6,0.37,1998
54996,1998-04-10 12:00:00,16.9,47,5.4,984.0,0.0,0.0,356.0,12.7,205.0,0.37,13.2,0.369,1998
54997,1998-04-10 13:00:00,18.1,42,4.9,983.3,0.0,0.0,409.0,14.3,198.0,0.39,14.0,0.367,1998
54998,1998-04-10 14:00:00,18.2,41,4.8,982.9,0.0,0.0,368.0,14.8,198.0,0.35,14.4,0.366,1998
54999,1998-04-10 15:00:00,18.2,43,5.3,982.1,0.0,0.0,242.0,14.5,207.0,0.3,14.6,0.365,1998
55000,1998-04-10 16:00:00,18.2,43,5.5,981.5,0.0,0.0,194.0,12.6,217.0,0.26,14.6,0.363,1998
55001,1998-04-10 17:00:00,17.8,47,6.2,981.1,0.0,0.0,84.0,9.7,225.0,0.17,14.3,0.362,1998
55002,1998-04-10 18:00:00,15.9,58,7.6,981.0,0.0,0.0,31.0,6.9,223.0,0.08,13.7,0.362,1998
55003,1998-04-10 19:00:00,13.9,64,7.1,980.9,0.0,0.0,2.0,7.7,208.0,0.04,13.3,0.362,1998
55004,1998-04-10 20:00:00,13.2,64,6.4,980.9,0.0,0.0,0.0,8.3,198.0,0.03,12.9,0.361,1998
55005,1998-04-10 21:00:00,13.0,65,6.5,981.3,0.0,0.0,0.0,9.3,193.0,0.03,12.2,0.361,1998
55006,1998-04-10 22:00:00,11.6,68,5.8,981.0,0.0,0.0,0.0,9.3,196.0,0.02,11.1,0.361,1998
55007,1998-04-10 23:00:00,9.8,75,5.6,980.1,0.0,0.0,0.0,7.2,186.0,0.01,9.8,0.36,1998
59136,1998-09-30 00:00:00,13.4,92,12.1,989.5,0.0,0.0,0.0,1.9,292.0,0.0,12.5,0.376,1998
59137,1998-09-30 01:00:00,12.6,93,11.5,989.5,0.0,0.0,0.0,4.0,280.0,0.0,12.3,0.375,1998
59138,1998-09-30 02:00:00,12.2,95,11.4,989.3,0.0,0.0,0.0,4.7,279.0,0.0,12.5,0.374,1998
59139,1998-09-30 03:00:00,11.5,96,10.9,989.0,0.0,0.0,0.0,4.7,274.0,0.0,12.2,0.374,1998
59140,1998-09-30 04:00:00,10.9,96,10.3,989.1,0.0,0.0,0.0,4.0,265.0,0.0,11.8,0.373,1998
59141,1998-09-30 05:00:00,11.1,97,10.7,989.7,0.0,0.0,0.0,5.1,262.0,0.0,12.1,0.373,1998
59142,1998-09-30 06:00:00,11.2,97,10.8,989.9,0.0,0.0,0.0,4.5,256.0,0.0,12.2,0.372,1998
59143,1998-09-30 07:00:00,12.0,94,11.0,990.2,0.0,0.0,0.0,5.2,245.0,0.02,13.2,0.372,1998
59144,1998-09-30 08:00:00,11.3,96,10.8,990.1,0.0,0.0,20.0,6.0,245.0,0.05,12.6,0.371,1998
59145,1998-09-30 09:00:00,12.6,91,11.1,990.6,0.0,0.0,125.0,6.0,245.0,0.13,13.3,0.37,1998
59146,1998-09-30 10:00:00,14.5,84,11.7,990.4,0.0,0.0,351.0,4.4,235.0,0.24,14.1,0.369,1998
59147,1998-09-30 11:00:00,19.7,63,12.5,990.2,0.0,0.0,429.0,5.9,223.0,0.33,18.2,0.367,1998
59148,1998-09-30 12:00:00,21.3,59,13.0,989.9,0.0,0.0,512.0,8.7,222.0,0.39,19.2,0.366,1998
59149,1998-09-30 13:00:00,22.5,56,13.3,989.5,0.0,0.0,453.0,10.2,231.0,0.38,19.8,0.364,1998
59150,1998-09-30 14:00:00,23.0,55,13.5,989.0,0.0,0.0,369.0,11.6,234.0,0.34,20.1,0.363,1998
59151,1998-09-30 15:00:00,23.4,52,13.0,988.7,0.0,0.0,251.0,12.4,234.0,0.29,20.2,0.361,1998
59152,1998-09-30 16:00:00,22.8,56,13.5,988.6,0.0,0.0,154.0,10.2,225.0,0.19,19.9,0.36,1998
59153,1998-09-30 17:00:00,21.9,57,12.9,988.8,0.0,0.0,50.0,9.4,220.0,0.11,19.6,0.36,1998
59154,1998-09-30 18:00:00,19.7,67,13.3,989.0,0.0,0.0,4.0,9.2,225.0,0.05,18.8,0.359,1998
59155,1998-09-30 19:00:00,18.2,72,13.2,989.5,0.0,0.0,0.0,8.4,227.0,0.02,17.9,0.359,1998
59156,1998-09-30 20:00:00,17.5,75,13.0,989.6,0.0,0.0,0.0,7.5,215.0,0.01,17.4,0.359,1998
59157,1998-09-30 21:00:00,16.8,79,13.1,989.5,0.0,0.0,0.0,7.0,201.0,0.01,16.9,0.359,1998
59158,1998-09-30 22:00:00,15.4,85,12.9,989.4,0.0,0.0,0.0,7.0,201.0,0.0,15.9,0.359,1998
59159,1998-09-30 23:00:00,15.0,89,13.1,989.3,0.0,0.0,0.0,6.4,207.0,0.0,15.6,0.359,1998
63744,1999-04-10 00:00:00,11.1,59,3.3,999.7,0.0,0.0,0.0,14.2,16.0,0.05,10.8,0.358,1999
63745,1999-04-10 01:00:00,10.7,60,3.2,999.4,0.0,0.0,0.0,15.3,19.0,0.05,10.4,0.358,1999
63746,1999-04-10 02:00:00,10.3,60,2.9,999.1,0.0,0.0,0.0,14.8,23.0,0.05,10.1,0.357,1999
63747,1999-04-10 03:00:00,9.8,61,2.7,998.8,0.0,0.0,0.0,12.9,27.0,0.04,9.6,0.357,1999
63748,1999-04-10 04:00:00,9.6,64,3.1,998.6,0.0,0.0,0.0,11.6,26.0,0.03,9.3,0.356,1999
63749,1999-04-10 05:00:00,9.8,64,3.4,998.5,0.0,0.0,0.0,10.8,26.0,0.03,9.6,0.356,1999
63750,1999-04-10 06:00:00,9.9,64,3.5,998.4,0.0,0.0,0.0,10.6,24.0,0.05,9.6,0.355,1999
63751,1999-04-10 07:00:00,10.2,63,3.5,998.5,0.0,0.0,1.0,10.0,21.0,0.06,9.9,0.355,1999
63752,1999-04-10 08:00:00,10.2,66,4.1,998.4,0.0,0.0,30.0,9.6,13.0,0.09,9.6,0.355,1999
63753,1999-04-10 09:00:00,10.9,63,4.2,998.5,0.0,0.0,87.0,12.2,19.0,0.14,10.2,0.354,1999
63754,1999-04-10 10:00:00,11.9,62,4.8,998.3,0.0,0.0,96.0,12.0,21.0,0.18,10.8,0.353,1999
63755,1999-04-10 11:00:00,13.8,56,5.2,998.5,0.0,0.0,223.0,10.0,26.0,0.25,12.6,0.352,1999
63756,1999-04-10 12:00:00,14.4,54,5.1,998.1,0.0,0.0,277.0,9.0,53.0,0.29,13.4,0.351,1999
63757,1999-04-10 13:00:00,14.7,53,5.1,997.5,0.0,0.0,187.0,7.1,105.0,0.26,14.0,0.35,1999
63758,1999-04-10 14:00:00,14.2,55,5.3,997.0,0.0,0.0,2.0,9.3,164.0,0.17,13.9,0.349,1999
63759,1999-04-10 15:00:00,13.8,61,6.5,996.4,0.0,0.0,1.0,11.9,194.0,0.13,13.5,0.349,1999
63760,1999-04-10 16:00:00,13.4,65,7.0,996.1,0.0,0.0,21.0,11.9,209.0,0.12,13.2,0.348,1999
63761,1999-04-10 17:00:00,13.3,66,7.1,995.5,0.0,0.0,28.0,11.2,220.0,0.1,12.9,0.348,1999
63762,1999-04-10 18:00:00,12.6,68,6.9,995.1,0.0,0.0,14.0,9.2,225.0,0.06,12.4,0.348,1999
63763,1999-04-10 19:00:00,11.1,79,7.6,995.1,0.0,0.0,2.0,7.4,223.0,0.03,11.8,0.348,1999
63764,1999-04-10 20:00:00,10.2,84,7.7,995.0,0.0,0.0,0.0,6.9,223.0,0.0,11.2,0.347,1999
63765,1999-04-10 21:00:00,8.7,91,7.2,995.2,0.0,0.0,0.0,6.9,223.0,0.0,9.7,0.347,1999
63766,1999-04-10 22:00:00,8.0,93,6.9,994.9,0.0,0.0,0.0,6.4,232.0,0.0,9.1,0.347,1999
63767,1999-04-10 23:00:00,8.1,89,6.4,994.7,0.0,0.0,0.0,5.6,243.0,0.0,9.0,0.347,1999
67896,1999-09-30 00:00:00,11.9,95,11.2,990.1,0.0,0.0,0.0,6.6,209.0,0.0,13.1,0.363,1999
67897,1999-09-30 01:00:00,11.4,96,10.9,989.7,0.0,0.0,0.0,6.4,207.0,0.0,12.7,0.363,1999
67898,1999-09-30 02:00:00,10.6,97,10.2,988.9,0.0,0.0,0.0,5.9,218.0,0.0,12.1,0.362,1999
67899,1999-09-30 03:00:00,10.1,98,9.8,988.4,0.0,0.0,0.0,5.4,233.0,0.0,11.8,0.362,1999
67900,1999-09-30 04:00:00,9.7,99,9.6,987.9,0.0,0.0,0.0,4.9,234.0,0.0,11.4,0.361,1999
67901,1999-09-30 05:00:00,9.9,100,9.9,987.7,0.0,0.0,0.0,5.1,219.0,0.0,11.6,0.361,1999
67902,1999-09-30 06:00:00,10.0,100,10.0,987.7,0.0,0.0,0.0,5.2,214.0,0.0,11.7,0.36,1999
67903,1999-09-30 07:00:00,11.9,97,11.5,987.8,0.0,0.0,24.0,6.1,208.0,0.01,12.1,0.36,1999
67904,1999-09-30 08:00:00,12.6,95,11.8,987.6,0.0,0.0,114.0,5.2,205.0,0.08,11.8,0.359,1999
67905,1999-09-30 09:00:00,15.0,86,12.6,987.8,0.0,0.0,249.0,6.2,201.0,0.17,13.1,0.358,1999
67906,1999-09-30 10:00:00,16.8,75,12.4,987.6,0.0,0.0,375.0,7.1,195.0,0.26,14.4,0.357,1999
67907,1999-09-30 11:00:00,23.3,51,12.5,987.7,0.0,0.0,457.0,9.7,195.0,0.39,20.2,0.355,1999
67908,1999-09-30 12:00:00,23.5,50,12.4,986.7,0.0,0.0,463.0,11.6,202.0,0.42,20.4,0.353,1999
67909,1999-09-30 13:00:00,24.5,49,13.1,986.2,0.0,0.0,447.0,13.4,211.0,0.42,21.0,0.351,1999
67910,1999-09-30 14:00:00,25.1,48,13.5,985.3,0.0,0.0,394.0,14.8,214.0,0.39,21.5,0.349,1999
67911,1999-09-30 15:00:00,25.5,49,13.8,985.0,0.0,0.0,281.0,14.5,215.0,0.32,21.5,0.348,1999
67912,1999-09-30 16:00:00,25.0,52,14.3,984.7,0.0,0.0,151.0,12.9,216.0,0.23,21.4,0.347,1999
67913,1999-09-30 17:00:00,23.7,56,14.5,984.5,0.0,0.0,67.0,11.9,215.0,0.13,21.1,0.346,1999
67914,1999-09-30 18:00:00,21.7,63,14.4,984.3,0.0,0.0,5.0,10.7,213.0,0.07,20.6,0.346,1999
67915,1999-09-30 19:00:00,19.8,70,14.2,984.6,0.0,0.0,0.0,9.4,212.0,0.03,19.3,0.346,1999
67916,1999-09-30 20:00:00,18.7,74,14.0,984.7,0.0,0.0,0.0,8.9,212.0,0.02,18.6,0.345,1999
67917,1999-09-30 21:00:00,17.8,76,13.6,984.8,0.0,0.0,0.0,8.4,211.0,0.01,18.1,0.345,1999
67918,1999-09-30 22:00:00,16.2,82,13.1,984.7,0.0,0.0,0.0,7.6,211.0,0.0,16.9,0.345,1999
67919,1999-09-30 23:00:00,15.0,87,12.8,984.3,0.0,0.0,0.0,7.0,215.0,0.0,15.9,0.345,1999
72528,2000-04-10 00:00:00,7.4,79,4.0,992.8,0.0,0.0,0.0,4.5,119.0,0.0,7.6,0.362,2000
72529,2000-04-10 01:00:00,6.9,83,4.2,992.4,0.0,0.0,0.0,4.4,125.0,0.0,7.3,0.362,2000
72530,2000-04-10 02:00:00,6.9,82,4.1,992.2,0.0,0.0,0.0,3.4,108.0,0.0,7.1,0.362,2000
72531,2000-04-10 03:00:00,6.5,85,4.1,991.8,0.0,0.0,0.0,2.9,90.0,0.0,6.7,0.362,2000
72532,2000-04-10 04:00:00,6.4,84,3.9,991.8,0.0,0.0,0.0,3.6,96.0,0.0,6.7,0.362,2000
72533,2000-04-10 05:00:00,6.6,83,3.9,991.4,0.0,0.0,0.0,4.2,121.0,0.0,6.7,0.362,2000
72534,2000-04-10 06:00:00,6.5,85,4.2,991.4,0.0,0.0,0.0,3.4,122.0,0.01,6.6,0.362,2000
72535,2000-04-10 07:00:00,7.9,77,4.2,991.5,0.0,0.0,4.0,2.6,146.0,0.04,7.4,0.361,2000
72536,2000-04-10 08:00:00,8.1,75,4.0,991.5,0.0,0.0,114.0,3.4,162.0,0.11,7.2,0.361,2000
72537,2000-04-10 09:00:00,10.2,71,5.2,991.2,0.0,0.0,227.0,5.1,188.0,0.19,8.8,0.361,2000
72538,2000-04-10 10:00:00,11.5,61,4.3,991.1,0.0,0.0,292.0,7.2,198.0,0.25,9.7,0.36,2000
72539,2000-04-10 11:00:00,13.7,45,2.1,991.1,0.0,0.0,431.0,4.8,207.0,0.35,12.3,0.358,2000
72540,2000-04-10 12:00:00,14.2,42,1.6,990.6,0.0,0.0,463.0,4.8,193.0,0.37,13.2,0.357,2000
72541,2000-04-10 13:00:00,15.2,40,1.8,989.9,0.0,0.0,388.0,5.9,191.0,0.37,13.9,0.356,2000
72542,2000-04-10 14:00:00,15.4,39,1.4,989.2,0.0,0.0,196.0,8.4,187.0,0.27,13.7,0.355,2000
72543,2000-04-10 15:00:00,15.3,40,1.8,988.3,0.0,0.0,7.0,8.0,185.0,0.18,13.2,0.354,2000
72544,2000-04-10 16:00:00,14.8,44,2.6,987.9,0.0,0.0,6.0,7.0,192.0,0.13,12.7,0.354,2000
72545,2000-04-10 17:00:00,14.5,48,3.6,987.5,0.0,0.0,3.0,4.8,222.0,0.09,12.3,0.353,2000
72546,2000-04-10 18:00:00,13.3,54,4.2,986.8,0.0,0.0,15.0,5.2,258.0,0.06,11.9,0.353,2000
72547,2000-04-10 19:00:00,11.9,62,4.8,986.7,0.0,0.0,0.0,5.8,274.0,0.04,11.5,0.353,2000
72548,2000-04-10 20:00:00,11.6,66,5.4,986.8,0.0,0.0,0.0,6.5,270.0,0.01,11.6,0.353,2000
72549,2000-04-10 21:00:00,11.6,69,6.0,987.0,0.0,0.0,0.0,6.5,264.0,0.01,11.4,0.353,2000
72550,2000-04-10 22:00:00,11.4,73,6.7,986.9,0.0,0.0,0.0,6.2,260.0,0.01,11.2,0.353,2000
72551,2000-04-10 23:00:00,10.3,71,5.3,986.4,0.0,0.0,0.0,6.2,280.0,0.01,10.0,0.353,2000
76680,2000-09-30 00:00:00,12.2,86,10.0,991.4,0.0,0.0,0.0,6.9,208.0,0.0,12.9,0.246,2000
76681,2000-09-30 01:00:00,12.7,84,10.0,991.5,0.0,0.0,0.0,4.3,180.0,0.0,12.2,0.246,2000
76682,2000-09-30 02:00:00,12.7,84,10.0,991.4,0.0,0.0,0.0,4.5,151.0,0.0,12.1,0.246,2000
76683,2000-09-30 03:00:00,12.2,86,9.9,991.1,0.0,0.0,0.0,5.7,145.0,0.0,11.9,0.246,2000
76684,2000-09-30 04:00:00,11.7,88,9.7,991.1,0.0,0.0,0.0,6.1,130.0,0.0,11.6,0.246,2000
76685,2000-09-30 05:00:00,11.1,90,9.5,990.9,0.0,0.0,0.0,6.3,121.0,0.0,11.6,0.246,2000
76686,2000-09-30 06:00:00,11.1,90,9.5,990.9,0.0,0.0,0.0,5.5,113.0,0.0,11.8,0.246,2000
76687,2000-09-30 07:00:00,13.8,84,11.2,991.4,0.0,0.0,26.0,4.0,85.0,0.02,13.1,0.246,2000
76688,2000-09-30 08:00:00,14.9,78,11.2,991.4,0.0,0.0,92.0,3.6,90.0,0.08,13.2,0.246,2000
76689,2000-09-30 09:00:00,16.9,72,11.8,991.7,0.0,0.0,233.0,5.2,106.0,0.18,14.5,0.246,2000
76690,2000-09-30 10:00:00,18.0,69,12.2,991.7,0.0,0.0,376.0,7.1,120.0,0.27,15.3,0.245,2000
76691,2000-09-30 11:00:00,21.9,56,12.8,992.2,0.0,0.0,411.0,8.9,122.0,0.35,19.4,0.246,2000
76692,2000-09-30 12:00:00,22.7,53,12.6,991.9,0.0,0.0,455.0,9.9,134.0,0.39,20.3,0.245,2000
76693,2000-09-30 13:00:00,23.4,51,12.7,991.3,0.0,0.0,353.0,10.0,142.0,0.35,21.2,0.244,2000
76694,2000-09-30 14:00:00,23.8,50,12.6,991.1,0.0,0.0,184.0,9.2,132.0,0.26,21.3,0.243,2000
76695,2000-09-30 15:00:00,22.8,56,13.7,990.9,0.2,0.2,144.0,9.2,149.0,0.22,21.3,0.246,2000
